id,date,title,type,epic_id,epic_title,month,pillar
DPMA-1136,10/6/25,[FE] Create tickets fro Care Circle management,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1137,10/6/25,[FE] Create tickets for message delivery,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-967,10/6/25,[Doc] Clean old and redundant communication style logic (e.g. C1 level),Story,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-940,10/6/25,Write Unit tests for recent observability,Task,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-966,10/6/25,[Doc] Improved refinement logic and compliance,Story,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-1118,10/6/25,Design data model for CN,Story,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1160,10/7/25,Get Lukasz started with cc-service dev,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1162,10/7/25,add datamodel migrations using Alembic,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1159,10/7/25,Handle JWT in cc-service,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1115,10/8/25,Improve refer a friend copy,Story,DPMA-952,BURNING! Q4,Oct-25,Convenience
DPMA-1032,10/8/25,"[Android] Close button ""X"" stops working after typing any character in note",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1030,10/8/25,[Android] Incorrect Icon Displayed on Event Tile After Creating Event from Home Screen,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1029,10/8/25,[Android] View lifting up and missing keyboard hide button,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-886,10/9/25,Potentially wrong metrics on success rate of conversations,Bug,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-849,10/9/25,[Android] Delete icon in file preview menu is inconsistent with the delete note icon,Bug,DPMA-1016,[Android] Bring Android on Par with iOS low Prio,Oct-25,Convenience
DPMA-944,10/10/25,Exclude document scanner for now from response time alert,Task,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-738,10/10/25,"Add SQLI validation to ""feedback"" endpoint",Task,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-1123,10/10/25,Analyze current frequency and fail modes of AI failure,Story,DPMA-1121,Reduce and mitigate impact AI failure,Oct-25,Clarity
DPMA-1126,10/10/25,Implement failure/error communication as API output,Story,DPMA-1121,Reduce and mitigate impact AI failure,Oct-25,Clarity
DPMA-932,10/13/25,Let recording directly play rather than the double press,Task,DPMA-952,BURNING! Q4,Oct-25,Clarity
DPMA-1183,10/13/25,Remove download audio recording button,Story,DPMA-952,BURNING! Q4,Oct-25,Clarity
DPMA-1120,10/13/25,Instantly start recording when pressing record on home screen,Story,DPMA-952,BURNING! Q4,Oct-25,Clarity
DPMA-1158,10/13/25,Setup VPN and associated work env.,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1147,10/13/25,[FE] Technical architecture,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1157,10/13/25,Setup secure interaction with ditto-user-service,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1113,10/14/25,Make Android available in Belgium,Story,DPMA-952,BURNING! Q4,Oct-25,Clarity
DPMA-1192,10/14/25,Create Azure AI custom filters in Terraform,Story,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-1193,10/14/25,"[Android] After deleting recording in empty event, alert dialog does not change state",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Clarity
DPMA-1027,10/14/25,[Android] Duplicated email or name briefly appears above email in user profile,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Clarity
DPMA-1122,10/14/25,[Android] Missing data completion screen (first name) after email login,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Clarity
DPMA-1161,10/16/25,Create Docker image for care circle service,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1206,10/16/25,[BE] no warnings on codebase,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1205,10/16/25,[BE] Deploy new build of CC via github action,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1203,10/16/25,[BE] Add SQL tool for dev purposes,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1134,10/16/25,[BE] Deployment,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1197,10/16/25,[BE] LRU Cache user-service,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-983,10/16/25,Previous waf changes don't work,Bug,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-1129,10/16/25,"Using just the word ""string"" as a medical summary produces hallucinations and does not trigger the classification or any guardrails",Bug,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-1216,10/17/25,Implement new onboarding animations,Story,DPMA-952,BURNING! Q4,Oct-25,Convenience
DPMA-1221,10/17/25,Implement onboarding v2.0,Task,DPMA-952,BURNING! Q4,Oct-25,Convenience
DPMA-1213,10/17/25,[BE] handle error when creating invitation to my_care_circle,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1199,10/17/25,"[BE] Tests for failures at route, service and storage layer",Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Clarity
DPMA-1178,10/17/25,Update synthetic input set,Story,DPMA-912,"[AI Quality, Measure] Create curated dataset",Oct-25,Clarity
DPMA-702,10/17/25,"LLMComponent and LLMConditionalComponent are almost identical, fix this - LLMOps library",Task,DPMA-714,[AI] Inbox Q4,Oct-25,Clarity
DPMA-1128,10/17/25,Analyze other GPT models in existing pipelines,Story,DPMA-714,[AI] Inbox Q4,Oct-25,Clarity
DPMA-887,10/17/25,[iOS/Android] Update refer a friend link,Story,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1186,10/18/25,Implement new illustration style,Story,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-984,10/20/25,Implement waf decisions 03/09/25,Task,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-1227,10/21/25,Correct http error on expired signature,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1132,10/21/25,[BE] Care Circle management,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1151,10/21/25,[BE] Send notification to a patient when a caregiver leaves the circle,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1133,10/21/25,[BE] Message delivery,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1236,10/22/25,Create SSE notification endpoint,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1230,10/24/25,Write question about how to add a new service to landscape,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1202,10/24/25,[BE] Add notifications call,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1228,10/24/25,Handle Postgres token refresh!,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1188,10/24/25,Customized AI error messages,Story,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-1241,10/24/25,[Android] No bold font in the error title,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1234,10/24/25,"[iOS, Android] Incorrect errors when creating summary from medical recording",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Clarity
DPMA-1149,10/26/25,"[BE] Send notification to a patient, when somebody requests joining a care circle",Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1250,10/27/25,[BE] Add localized title strings,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1201,10/27/25,[BE] Define notifications format,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-930,10/27/25,"Certificate renewal is not working (for us, but not for Pawel)",Task,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-1181,10/27/25,[Spike] AI requests throttling,Task,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-934,10/27/25,Create set of LLM mainfest that generate diverse data,Task,DPMA-912,"[AI Quality, Measure] Create curated dataset",Oct-25,Clarity
DPMA-951,10/27/25,[Conv] More extensive extensive part,Task,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-1180,10/27/25,Implement new error handling screens + logic,Story,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1251,10/28/25,[BE] exclude sender device from notifications.,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1242,10/28/25,[BE] cleanup async issues.,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1198,10/28/25,[BE] Error handling with defined http responses,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1210,10/28/25,[BE] Correct logging of CC,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1266,10/28/25,[BE] Allow machine2machine call to User Service for fetching user profiles,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1249,10/28/25,"[BE] Add profile_service for names, emails and such",Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Clarity
DPMA-1204,10/28/25,[BE] Add Prometheus endpoint,Task,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1252,10/28/25,[BE] Fetch communication language from User profile in user service,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-935,10/28/25,Create interface for judging the diverse summaries,Task,DPMA-912,"[AI Quality, Measure] Create curated dataset",Oct-25,Clarity
DPMA-963,10/28/25,[Conv] Improve explanation of all medical terms (quick fix),Story,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-965,10/28/25,[Doc] Improve explanation of all medical terms (quick fix),Story,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-964,10/28/25,[Conv] Priorities of actions are not correctly used,Story,DPMA-643,[AI] Improvements Q2 6w,Oct-25,Clarity
DPMA-1257,10/29/25,Creating an event from files,Bug,DPMA-1131,Care Network v1 Polishing,Oct-25,Connection
DPMA-1258,10/29/25,Creating an event from a taken document photo,Bug,DPMA-1131,Care Network v1 Polishing,Oct-25,Connection
DPMA-1255,10/29/25,Creating an empty event,Bug,DPMA-1131,Care Network v1 Polishing,Oct-25,Connection
DPMA-1259,10/29/25,App crashes while creating a summary for an audio recording,Bug,DPMA-1131,Care Network v1 Polishing,Oct-25,Clarity
DPMA-985,10/29/25,WAF decision: rule 300700,Task,DPMA-911,Maintenance Q3,Oct-25,Clarity
DPMA-643,10/30/25,[AI] Improvements Q2 6w,Epic,,,Oct-25,Clarity
DPMA-911,10/30/25,Maintenance Q3,Epic,,,Oct-25,Clarity
DPMA-648,10/30/25,"[Receive, Android] Android on par with iOS",Epic,,,Oct-25,Fundamentals
DPMA-1278,10/30/25,Remove DEV user-id header feature,Story,DPMA-1130,Care Network v1 Tech implementation,Oct-25,Connection
DPMA-1065,10/30/25,[Auth0] Implement custom database connection scripts,Task,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Oct-25,Connection
DPMA-1047,11/3/25,[Growth] Implement Adjust,Task,DPMA-952,BURNING! Q4,Nov-25,Fundamentals
DPMA-1286,11/3/25,Give account creation/login push directly when clicking document scanner,Task,DPMA-952,BURNING! Q4,Nov-25,Clarity
DPMA-1238,11/3/25,Intro videos in app not working on iOS and Android,Task,DPMA-952,BURNING! Q4,Nov-25,Convenience
DPMA-1150,11/3/25,"[BE] Send notification to a care giver, when their request to join care circle is accepted or rejected",Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1152,11/3/25,[BE] Notify care giver if patient removed them from care circle,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1156,11/3/25,[BE] Notify user when a new message received,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-841,11/4/25,[3d] Cleanup the code after previous crunch (nav com),Task,DPMA-952,BURNING! Q4,Nov-25,Fundamentals
DPMA-1237,11/4/25,Implement get profile info in user service,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1232,11/4/25,Make browser test client work with DEV,Task,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1304,11/4/25,fix notifications format,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1287,11/4/25,Fix npm package vulnerabilities in user service,Story,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1179,11/4/25,Final run for all system variations,Story,DPMA-912,"[AI Quality, Measure] Create curated dataset",Nov-25,Clarity
DPMA-1269,11/5/25,Implement flower referral service in FE,Story,DPMA-952,BURNING! Q4,Nov-25,Connection
DPMA-936,11/5/25,Generate a dataset ready to be judged,Task,DPMA-912,"[AI Quality, Measure] Create curated dataset",Nov-25,Clarity
DPMA-1302,11/5/25,Intro videos in app not working on Android,Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Convenience
DPMA-1306,11/6/25,Can send request to join Care Circle I'm already part of,Task,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1267,11/6/25,Document settings and usage of CC Server,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1288,11/6/25,Deploy CN backend to production,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1305,11/6/25,IDs in the request body are validated in case sensitive manner.,Bug,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1307,11/6/25,"When wrong url (dev in a prod env), the send_notification call in the notification_service throws an uncaught exception",Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1309,11/6/25,wrong dummy profile call in DEVELOPMENT mod,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1313,11/6/25,Prevent inviting yourself,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-994,11/6/25,Research side-by-side eval tooling,Story,DPMA-912,"[AI Quality, Measure] Create curated dataset",Nov-25,Clarity
DPMA-1072,11/6/25,[Containers] Patch critical vulnerabilities in container images,Task,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Nov-25,Clarity
DPMA-1289,11/7/25,Android notification does not work,Bug,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1140,11/7/25,[FE] Generate and share invitation link,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1319,11/7/25,github deploy to prod fails,Story,DPMA-922,[FE] Inbox Q4,Nov-25,Clarity
DPMA-1142,11/9/25,[FE] Process request to join a care circle,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1141,11/9/25,[FE] Click on invitation link,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1143,11/9/25,[FE] Leave care circle,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1144,11/9/25,[FE] Remove user from a care circle,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1145,11/9/25,[FE] See my care circle,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1146,11/9/25,[FE] See care circles I'm in,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1290,11/10/25,Implement observability in CC service,Task,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1315,11/10/25,get_translation uses wrong language,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1194,11/10/25,Make export of all AI feedback in app,Story,DPMA-714,[AI] Inbox Q4,Nov-25,Clarity
DPMA-1189,11/10/25,[Spike] Research why /patients endpoint is open,Story,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Nov-25,Convenience
DPMA-920,11/11/25,[Data Security] Address Data security Q4,Epic,,,Nov-25,Fundamentals
DPMA-1284,11/11/25,Analytics differences,Bug,DPMA-952,BURNING! Q4,Nov-25,Fundamentals
DPMA-1219,11/11/25,Document the way to add a  new microservice to the user service.,Story,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1361,11/11/25,"P1 [iOS, Android] Navigation loops back incorrectly after share",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1363,11/11/25,"P1 [iOS, Android] ""New"" badge persists after opening event",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1359,11/11/25,P1 [Android] Deleted events still visible to followers,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1207,11/11/25,[BE] Document CC,Task,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1166,11/11/25,Create Interservice communication ADR,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1167,11/11/25,Create Auth handling with JWT ADR,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1200,11/11/25,[BE] Code walkthrough,Task,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1229,11/11/25,Document addition of cc credentials to the user-service db,Task,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1360,11/12/25,P1 [Android] Shared data accessible before follow approval (Probably only after there was an approved care circle connection before that was removed),Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1364,11/12/25,P1 [Android] Share button layout and styling issues,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1362,11/12/25,P1 [Android] Missing call-to-action in empty state Followers tab,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1312,11/12/25,Implement custom share sheet,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1327,11/12/25,Remove feedback when you tap on a follower,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1353,11/12/25,"P2 [iOS, Android] Following empty state needs improvement",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1329,11/12/25,"Change label in invitation card from ""start"" to ""invite""",Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1328,11/12/25,"Following list: arrow should open profile and not ""leave circle""",Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1343,11/12/25,"P2 [iOS, Android] Share status indicator missing from cards",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1345,11/12/25,"P2 [iOS, Android] Unshare background color doesn't update immediately",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1270,11/12/25,Validate JWT signature in User Service,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1366,11/12/25,Azure does not restart CCS container with failed health endpoint,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Clarity
DPMA-1155,11/12/25,[FE] Unshare event,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1154,11/12/25,[FE] Share event,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1139,11/12/25,[FE] Hide care circle if not logged in with a correct account,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1116,11/12/25,Prompt uncertainty guardrail only uses uncertainty of final prompt,Bug,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1357,11/12/25,Adjust and CareNetwork: Deeplink for invitation (Investigation),Story,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1358,11/13/25,"P1 [iOS, Android] Refer a friend design needs update",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1334,11/13/25,"P2 [iOS, Android] Invalid invite links hang during approval",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1374,11/13/25,Referral empty state font colour wrong (black),Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1351,11/13/25,"P2 [iOS, Android] Homescreen following events not implemented",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1354,11/13/25,P1 [Android] Cannot share without followers,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1349,11/13/25,"P2 [iOS, Android] Departure notification message incorrect",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1344,11/13/25,"P2 [iOS, Android] Shared header pill color scheme",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1332,11/13/25,"P2 [iOS, Android] App stuck in ""Sharing"" state when backgrounded",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1253,11/13/25,[FE] Provide initial language during user registration,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1265,11/13/25,[FE] Update the user language in the user profile once we detect that device has different language.,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1322,11/13/25,Log Content policy error reason,Story,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1367,11/13/25,Terraform defines no functional health probes,Story,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1308,11/14/25,Change copy of disclaimer regarding AI accountability,Task,DPMA-952,BURNING! Q4,Nov-25,Clarity
DPMA-1283,11/14/25,Postgres async.,Story,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1317,11/14/25,Implement loadtesting for CC service,Task,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1321,11/17/25,[Android] Remote config module,Story,DPMA-952,BURNING! Q4,Nov-25,Fundamentals
DPMA-1208,11/17/25,Android users don't have option to lock phone,Story,DPMA-952,BURNING! Q4,Nov-25,Fundamentals
DPMA-1005,11/17/25,Implement Force update on Android,Task,DPMA-952,BURNING! Q4,Nov-25,Convenience
DPMA-1387,11/17/25,[iOS] Duplicate language selection shown on first recording attempt,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1371,11/17/25,[Android] Summary and files cleared from event after sharing,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1386,11/17/25,"[iOS, Android] Shared event appear for follower on Home screen latest events",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1389,11/17/25,[Android] Event details changes not updated immediately after saving,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1390,11/17/25,[Android] App crashes when opening YouTube videos screen from Home,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1388,11/17/25,[iOS] Issues with recording from an empty event (iPhone X),Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1336,11/17/25,"P2 [iOS, Android] Cryptic error for duplicate invitations",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1335,11/17/25,"P2 [iOS, Android] Account deletion not handled",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1346,11/17/25,"P2 [iOS, Android] Open events don't update after unshare",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1379,11/17/25,"[iOS, Android] Incorrect design for event sharing screen",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1254,11/17/25,[iOS] Face ID appears immediately on the first launch of the app,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1347,11/17/25,"P2 [iOS, Android] Offline share needs better error messaging",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1401,11/17/25,"[Android, P1] - If sharing fails, summary text is removed",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1403,11/17/25,"[Android] ""Other"" share button not working in event share card",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1394,11/17/25,Review Security implementation,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1138,11/17/25,[BE] ADR - Technical architecture,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1395,11/17/25,Test migration from Current production to CC version,Story,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1373,11/17/25,Implement proper error notifications for users,Task,DPMA-1130,Care Network v1 Tech implementation,Nov-25,Connection
DPMA-1239,11/17/25,"Improve formatting of shared message (WA, Signal)",Task,DPMA-922,[FE] Inbox Q4,Nov-25,Connection
DPMA-1130,11/18/25,Care Network v1 Tech implementation,Epic,,,Nov-25,Connection
DPMA-1276,11/18/25,App doesn't navigate to event after creating summary from document scan,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1402,11/18/25,[Android] Create account and sign in buttons not responding,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1330,11/18/25,Fix disappearing cards on home and timeline,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-706,11/18/25,Evaluate our pipelines with different models 2d,Task,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1340,11/19/25,"P2 [iOS, Android] Events stay open after follower removal",Bug,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1339,11/19/25,"P2 [iOS, Android] Removal confirmation dialog lacks hierarchy",Bug,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1314,11/19/25,[FE] Implement Mixpanel event for analytics,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1393,11/19/25,Analytics CC,Task,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1414,11/19/25,Accept follow request not working,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1338,11/19/25,"P2 [iOS, Android] Profile animation inconsistent in connection flow",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1121,11/20/25,Reduce and mitigate impact AI failure,Epic,,,Nov-25,Clarity
DPMA-1407,11/20/25,Create Epic for Making events Great again,Task,DPMA-952,BURNING! Q4,Nov-25,Clarity
DPMA-1153,11/20/25,[FE] Design App level communication protocol,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-959,11/20/25,Translate Auth0 email templates to Dutch,Task,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1124,11/20/25,Analyze edge cases where we get AI failure,Story,DPMA-1121,Reduce and mitigate impact AI failure,Nov-25,Clarity
DPMA-1125,11/20/25,Design sheet to better communicate AI failure with user,Story,DPMA-1121,Reduce and mitigate impact AI failure,Nov-25,Clarity
DPMA-1127,11/20/25,Tune content policy thresholds of OpenAI Service,Story,DPMA-1121,Reduce and mitigate impact AI failure,Nov-25,Clarity
DPMA-1316,11/20/25,[Spike] Context engineering,Story,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1310,11/20/25,[Spike] PoC with Corti,Story,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1430,11/22/25,[iOS] Logged-out user receives shared event notifications and can access the event.,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1428,11/22/25,"[iOS, Android] Missing notification when trying to share event while not logged in",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1432,11/22/25,"[iOS, Android] Removed follower does not disappear immediately from list; error appears after refresh",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1325,11/24/25,P1 Notification copy quality issues,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
